Depth,AC,nAC,Pv,DEN,CN,LLD,GR
2894.875,91.776,84.13077534,66.66897125,2.465,31.389,2.288,71.938
2895,91.935,84.12867736,66.67185,2.473,30.585,2.272,72.074
2895.125,92.003,84.12657942,66.67472875,2.483,30.34,2.261,72.229
2895.25,91.836,84.12448154,66.6776075,2.498,30.672,2.263,72.408
2895.375,91.489,84.12238371,66.68048625,2.508,31.392,2.276,72.585
2895.5,91.107,84.12028594,66.683365,2.51,32.096,2.292,73.189
2895.625,90.578,84.11818821,66.68624375,2.508,32.624,2.31,73.95
2895.75,89.595,84.11609054,66.6891225,2.498,32.819,2.332,74.819
2895.875,88.242,84.11399292,66.69200125,2.483,32.326,2.35,75.104
2896,87.435,84.11189536,66.69488,2.474,31.766,2.357,74.275
2896.125,86.878,84.10979784,66.69775875,2.466,31.19,2.364,73.216
2896.25,87.094,84.10770038,66.7006375,2.456,30.866,2.368,71.972
2896.375,88.169,84.10560297,66.70351625,2.444,30.965,2.37,71.361
2896.5,89.131,84.10350562,66.706395,2.433,31.123,2.368,71.11
2896.625,89.987,84.10140831,66.70927375,2.421,31.459,2.363,70.837
2896.75,90.535,84.09931106,66.7121525,2.409,31.953,2.35,70.548
2896.875,90.693,84.09721386,66.71503125,2.408,32.594,2.331,70.398
2897,90.709,84.09511671,66.71791,2.415,33.146,2.317,70.456
2897.125,90.768,84.09301961,66.72078875,2.425,33.163,2.304,70.501
2897.25,90.907,84.09092257,66.7236675,2.44,32.565,2.292,70.433
2897.375,90.992,84.08882558,66.72654625,2.449,31.863,2.286,70.172
2897.5,90.87,84.08672864,66.729425,2.451,31.353,2.29,69.512
2897.625,90.699,84.08463175,66.73230375,2.452,31.645,2.296,68.594
2897.75,90.425,84.08253492,66.7351825,2.458,32.428,2.305,67.129
2897.875,90.194,84.08043814,66.73806125,2.469,32.865,2.315,65.615
2898,90.261,84.07834141,66.74094,2.478,33.159,2.318,64.141
2898.125,90.438,84.07624473,66.74381875,2.484,33.352,2.318,63.052
2898.25,90.914,84.0741481,66.7466975,2.487,31.647,2.314,63.191
2898.375,91.584,84.07205153,66.74957625,2.484,32.503,2.305,64.345
2898.5,92.075,84.06995501,66.752455,2.479,33.05,2.296,66.385
2898.625,92.548,84.06785854,66.75533375,2.472,33.195,2.285,68.478
2898.75,92.93,84.06576213,66.7582125,2.463,33.718,2.27,70.258
2898.875,93.042,84.06366576,66.76109125,2.453,34.631,2.252,71.077
2899,92.752,84.06156945,66.76397,2.448,35.585,2.238,71.385
2899.125,92.4,84.05947319,66.76684875,2.444,36.605,2.223,71.587
2899.25,91.957,84.05737698,66.7697275,2.443,37.478,2.204,71.504
2899.375,91.702,84.05528083,66.77260625,2.446,36.985,2.185,71.228
2899.5,91.861,84.05318473,66.775485,2.45,35.367,2.178,70.672
2899.625,92.091,84.05108868,66.77836375,2.453,33.312,2.172,70.005
2899.75,92.492,84.04899268,66.7812425,2.454,32.839,2.17,69.203
2899.875,92.949,84.04689673,66.78412125,2.451,33.207,2.173,68.654
2900,93.288,84.04480084,66.787,2.449,33.559,2.177,68.534
2900.125,93.678,84.042705,66.78987875,2.451,33.592,2.181,68.609
2900.25,94.187,84.04060921,66.7927575,2.458,33.178,2.185,69.099
2900.375,94.657,84.03851347,66.79563625,2.466,32.739,2.188,69.617
2900.5,94.743,84.03641779,66.798515,2.469,32.386,2.187,70.09
2900.625,94.748,84.03432216,66.80139375,2.468,32.314,2.186,70.564
2900.75,94.559,84.03222658,66.8042725,2.462,32.413,2.183,71.012
2900.875,94.296,84.03013105,66.80715125,2.456,32.635,2.18,71.362
2901,94.243,84.02803557,66.81003,2.455,32.807,2.185,71.495
2901.125,94.234,84.02594015,66.81290875,2.456,32.751,2.195,71.468
2901.25,94.307,84.02384478,66.8157875,2.462,32.532,2.219,71.078
2901.375,94.333,84.02174946,66.81866625,2.471,31.895,2.258,70.644
2901.5,93.912,84.0196542,66.821545,2.476,31.159,2.297,70.461
2901.625,93.162,84.01755898,66.82442375,2.48,30.199,2.345,70.428
2901.75,91.492,84.01546382,66.8273025,2.483,29.198,2.417,70.717
2901.875,89.232,84.01336871,66.83018125,2.485,28.482,2.504,71.001
2902,87.838,84.01127365,66.83306,2.488,27.792,2.575,70.939
2902.125,86.542,84.00917865,66.83593875,2.49,27.285,2.656,70.731
2902.25,85.477,84.0070837,66.8388175,2.495,26.981,2.766,70.279
2902.375,84.681,84.0049888,66.84169625,2.5,27.044,2.883,70.006
2902.5,84.209,84.00289395,66.844575,2.502,27.15,2.941,70.178
2902.625,83.742,84.00079915,66.84745375,2.503,27.224,2.991,70.468
2902.75,83.362,83.99870441,66.8503325,2.505,27.07,3.017,70.95
2902.875,83.311,83.99660972,66.85321125,2.506,27.008,3.012,71.359
2903,83.749,83.99451508,66.85609,2.506,27.035,2.976,72.07
2903.125,84.361,83.99242049,66.85896875,2.507,27.325,2.928,72.854
2903.25,85.443,83.99032595,66.8618475,2.508,27.722,2.849,73.528
2903.375,86.797,83.98823147,66.86472625,2.509,28.252,2.754,73.51
2903.5,87.81,83.98613704,66.867605,2.511,28.846,2.688,72.341
2903.625,88.87,83.98404266,66.87048375,2.512,29.822,2.617,71.067
2903.75,90.062,83.98194834,66.8733625,2.512,31.01,2.531,69.988
2903.875,91.201,83.97985406,66.87624125,2.508,31.634,2.447,69.784
2904,91.837,83.97775984,66.87912,2.504,32.104,2.403,69.858
2904.125,92.457,83.97566567,66.88199875,2.499,32.138,2.359,69.679
2904.25,93,83.97357156,66.8848775,2.495,32.051,2.315,68.841
2904.375,93.283,83.97147749,66.88775625,2.493,32.113,2.279,67.727
2904.5,93.139,83.96938348,66.890635,2.494,32.217,2.265,66.451
2904.625,92.932,83.96728952,66.89351375,2.495,32.453,2.251,65.319
2904.75,92.594,83.96519561,66.8963925,2.498,32.813,2.239,64.815
2904.875,92.268,83.96310175,66.89927125,2.5,33.61,2.226,65.132
2905,92.173,83.96100795,66.90215,2.502,34.427,2.217,66.331
2905.125,92.158,83.9589142,66.90502875,2.504,34.932,2.205,67.645
2905.25,92.386,83.9568205,66.9079075,2.507,34.771,2.189,68.939
2905.375,92.864,83.95472685,66.91078625,2.51,34.195,2.173,69.72
2905.5,93.28,83.95263326,66.913665,2.512,33.697,2.169,70.455
2905.625,93.648,83.95053971,66.91654375,2.513,33.625,2.17,71.177
2905.75,93.798,83.94844622,66.9194225,2.512,33.889,2.179,71.701
2905.875,93.471,83.94635279,66.92230125,2.509,34.141,2.196,71.786
2906,92.492,83.9442594,66.92518,2.504,34.376,2.209,71.209
2906.125,91.226,83.94216607,66.92805875,2.499,34.67,2.224,70.406
2906.25,89.334,83.94007278,66.9309375,2.492,35.133,2.242,69.276
2906.375,87.632,83.93797955,66.93381625,2.489,35.102,2.264,68.524
2906.5,87.556,83.93588638,66.936695,2.489,34.867,2.286,69.04
2906.625,87.735,83.93379325,66.93957375,2.491,34.036,2.313,70.196
2906.75,88.396,83.93170018,66.9424525,2.496,33.12,2.35,72.53
2906.875,88.893,83.92960716,66.94533125,2.504,32.516,2.388,74.44
2907,88.658,83.92751419,66.94821,2.508,31.968,2.4,75.384
2907.125,88.395,83.92542127,66.95108875,2.511,31.675,2.407,76.013
2907.25,88.194,83.92332841,66.9539675,2.509,31.69,2.403,75.954
2907.375,88.376,83.9212356,66.95684625,2.504,32.214,2.391,75.772
2907.5,88.727,83.91914284,66.959725,2.5,32.768,2.384,75.63
2907.625,89.007,83.91705013,66.96260375,2.498,33.063,2.379,75.332
2907.75,89.039,83.91495748,66.9654825,2.498,32.722,2.378,74.609
2907.875,88.737,83.91286487,66.96836125,2.502,32.054,2.379,73.673
2908,88.552,83.91077232,66.97124,2.505,31.54,2.381,72.507
2908.125,88.518,83.90867982,66.97411875,2.505,31.772,2.383,71.448
2908.25,88.887,83.90658738,66.9769975,2.504,32.545,2.388,70.913
2908.375,89.496,83.90449498,66.97987625,2.501,32.832,2.396,71.102
2908.5,89.714,83.90240264,66.982755,2.5,32.86,2.409,72.325
2908.625,89.807,83.90031035,66.98563375,2.501,31.973,2.426,73.986
2908.75,89.545,83.89821811,66.9885125,2.502,30.726,2.454,76.386
2908.875,88.94,83.89612593,66.99139125,2.502,29.668,2.487,78.369
2909,88.206,83.89403379,66.99427,2.501,28.733,2.506,79.716
2909.125,87.32,83.89194171,66.99714875,2.498,28.14,2.525,80.704
2909.25,86.089,83.88984968,67.0000275,2.492,27.694,2.539,80.733
2909.375,84.982,83.8877577,67.00290625,2.485,27.844,2.547,80.217
2909.5,85.013,83.88566578,67.005785,2.48,28.136,2.545,79.315
2909.625,85.375,83.88357391,67.00866375,2.476,28.834,2.54,78.287
2909.75,86.574,83.88148209,67.0115425,2.471,29.861,2.528,77.145
2909.875,88.182,83.87939032,67.01442125,2.469,30.476,2.509,76.386
2910,89.012,83.8772986,67.0173,2.47,30.974,2.487,76.03
2910.125,89.742,83.87520694,67.02017875,2.473,31.177,2.461,75.712
2910.25,90.24,83.87311533,67.0230575,2.476,31.388,2.423,75.391
2910.375,90.536,83.87102377,67.02593625,2.478,31.798,2.383,74.861
2910.5,90.578,83.86893226,67.028815,2.475,32.169,2.368,74.026
2910.625,90.515,83.8668408,67.03169375,2.47,32.288,2.358,73.335
2910.75,90.13,83.8647494,67.0345725,2.459,32.112,2.363,73.174
2910.875,89.443,83.86265805,67.03745125,2.451,31.34,2.384,73.49
2911,88.659,83.86056675,67.04033,2.449,30.473,2.41,73.81
2911.125,87.587,83.8584755,67.04320875,2.45,29.345,2.438,73.955
2911.25,85.668,83.85638431,67.0460875,2.456,28.454,2.472,73.645
2911.375,83.164,83.85429317,67.04896625,2.463,27.991,2.504,73.143
2911.5,81.718,83.85220208,67.051845,2.468,27.636,2.52,72.556
2911.625,80.595,83.85011104,67.05472375,2.473,27.677,2.538,72.052
2911.75,80.444,83.84802005,67.0576025,2.479,27.915,2.561,71.929
2911.875,81.401,83.84592912,67.06048125,2.484,27.979,2.587,72.364
2912,82.485,83.84383824,67.06336,2.485,27.966,2.598,73.867
2912.125,83.554,83.84174741,67.06623875,2.485,27.765,2.604,75.703
2912.25,84.56,83.83965663,67.0691175,2.483,27.585,2.598,77.89
2912.375,85.33,83.8375659,67.07199625,2.48,27.874,2.579,79.225
2912.5,85.825,83.83547523,67.074875,2.48,28.305,2.562,79.383
2912.625,86.234,83.83338461,67.07775375,2.481,29.395,2.549,79.193
2912.75,86.504,83.83129404,67.0806325,2.484,30.578,2.543,78.361
2912.875,87.402,83.82920352,67.08351125,2.485,30.508,2.529,77.684
2913,88.292,83.82711306,67.08639,2.485,30.235,2.528,77.435
2913.125,88.986,83.82502265,67.08926875,2.485,29.697,2.53,77.231
2913.25,89.185,83.82293228,67.0921475,2.487,29.648,2.537,77.012
2913.375,88.829,83.82084198,67.09502625,2.492,30.348,2.551,76.543
2913.5,87.927,83.81875172,67.097905,2.496,30.96,2.565,75.446
2913.625,87.181,83.81666152,67.10078375,2.499,30.875,2.578,74.185
2913.75,86.839,83.81457136,67.1036625,2.499,29.979,2.593,72.833
2913.875,86.911,83.81248126,67.10654125,2.495,29.189,2.615,72.107
2914,87.089,83.81039122,67.10942,2.491,28.557,2.636,72.235
2914.125,87.102,83.80830122,67.11229875,2.488,28.423,2.653,72.572
2914.25,86.716,83.80621128,67.1151775,2.483,28.545,2.661,73.185
2914.375,86.015,83.80412139,67.11805625,2.479,28.644,2.662,73.415
2914.5,85.968,83.80203155,67.120935,2.477,28.773,2.648,72.75
2914.625,86.123,83.79994176,67.12381375,2.476,28.843,2.633,71.855
2914.75,86.737,83.79785203,67.1266925,2.475,28.764,2.616,70.746
2914.875,87.755,83.79576234,67.12957125,2.476,28.584,2.59,70.272
2915,88.577,83.79367271,67.13245,2.479,28.413,2.562,70.51
2915.125,89.225,83.79158313,67.13532875,2.482,28.368,2.535,70.81
2915.25,89.492,83.78949361,67.1382075,2.485,28.537,2.508,71.106
2915.375,89.455,83.78740413,67.14108625,2.486,29.077,2.47,71.132
2915.5,89.016,83.78531471,67.143965,2.484,29.658,2.44,70.926
2915.625,88.631,83.78322534,67.14684375,2.482,30.242,2.415,70.684
2915.75,88.407,83.78113602,67.1497225,2.478,30.713,2.399,70.394
2915.875,88.401,83.77904676,67.15260125,2.475,30.797,2.385,70.149
2916,88.622,83.77695754,67.15548,2.474,30.804,2.379,69.99
2916.125,88.805,83.77486838,67.15835875,2.473,30.713,2.375,69.935
2916.25,88.895,83.77277927,67.1612375,2.472,30.65,2.373,70.138
2916.375,88.908,83.77069021,67.16411625,2.474,30.893,2.372,70.419
2916.5,88.779,83.76860121,67.166995,2.476,31.235,2.374,70.805
2916.625,88.585,83.76651225,67.16987375,2.478,31.642,2.376,71.293
2916.75,88.266,83.76442335,67.1727525,2.481,31.605,2.38,71.985
2916.875,87.886,83.7623345,67.17563125,2.482,30.728,2.387,72.65
2917,87.437,83.76024571,67.17851,2.48,29.799,2.4,73.183
2917.125,87.147,83.75815696,67.18138875,2.477,29.089,2.415,73.549
2917.25,87.254,83.75606827,67.1842675,2.471,29.008,2.441,73.444
2917.375,87.604,83.75397963,67.18714625,2.468,29.569,2.494,73.012
2917.5,88.408,83.75189104,67.190025,2.469,30.128,2.59,71.507
2917.625,89.11,83.7498025,67.19290375,2.471,30.371,2.693,69.3
2917.75,89.479,83.74771402,67.1957825,2.476,30.031,2.833,65.708
2917.875,89.564,83.74562558,67.19866125,2.482,28.692,3.068,62.269
2918,88.011,83.7435372,67.20154,2.484,27.128,3.364,58.447
2918.125,86.063,83.74144887,67.20441875,2.484,24.804,3.652,54.617
2918.25,83.451,83.7393606,67.2072975,2.479,22.174,3.963,51.412
2918.375,80.652,83.73727237,67.21017625,2.473,20.434,4.41,49.718
2918.5,78.32,83.7351842,67.213055,2.469,19.069,4.899,48.394
2918.75,77.47,83.73100801,67.2188125,2.469,20.505,5.765,45.354
2918.875,78.842,83.72892,67.22169125,2.473,22.123,6.227,44.289
2919,80.851,83.72683203,67.22457,2.475,23.52,6.296,43.997
2919.125,82.509,83.72474412,67.22744875,2.476,24.077,6.258,44.153
2919.25,83.307,83.72265626,67.2303275,2.474,24.211,5.962,45.458
2919.375,83.751,83.72056845,67.23320625,2.47,24.4,5.424,47.428
2919.5,84.135,83.7184807,67.236085,2.467,24.638,4.946,51.491
2919.625,84.496,83.71639299,67.23896375,2.466,25.075,4.547,56.291
2919.75,84.822,83.71430534,67.2418425,2.467,25.719,4.287,61.761
2919.875,85.173,83.71221774,67.24472125,2.471,26.989,4.046,65.083
2920,85.115,83.7101302,67.2476,2.476,28.363,3.937,65.764
2920.125,84.831,83.7080427,67.25047875,2.482,30.086,3.858,65.539
2920.25,84.11,83.70595526,67.2533575,2.491,31.329,3.832,63.373
2920.375,83.262,83.70386787,67.25623625,2.497,31.158,3.826,60.892
2920.5,82.931,83.70178053,67.259115,2.5,30.902,3.859,58.449
2920.625,83.172,83.69969324,67.26199375,2.501,29.478,3.9,56.578
2920.75,84.635,83.69760601,67.2648725,2.5,28.506,3.966,56.685
2920.875,85.951,83.69551882,67.26775125,2.499,27.804,4.08,58.74
2921,86.549,83.69343169,67.27063,2.5,27.214,4.208,62.377
2921.125,87.031,83.69134461,67.27350875,2.501,27.203,4.324,65.63
2921.25,87.321,83.68925759,67.2763875,2.503,27.692,4.415,66.994
2921.375,87.568,83.68717061,67.27926625,2.503,27.711,4.501,65.828
2921.5,87.174,83.68508369,67.282145,2.503,27.435,4.495,62.371
2921.625,86.685,83.68299682,67.28502375,2.502,26.232,4.471,58.737
2921.75,86.007,83.68091,67.2879025,2.501,24.783,4.404,55.614
2921.875,85.242,83.67882323,67.29078125,2.5,24.163,4.293,54.52
2922,85.113,83.67673652,67.29366,2.498,23.78,4.191,55.755
2922.125,85.071,83.67464985,67.29653875,2.495,24.088,4.1,57.836
2922.25,85.106,83.67256324,67.2994175,2.488,24.616,4.023,61.488
2922.375,84.897,83.67047669,67.30229625,2.481,25.402,3.92,64.792
2922.5,84.184,83.66839018,67.305175,2.478,26.251,3.827,68.348
2922.625,83.506,83.66630372,67.30805375,2.476,27.288,3.746,71.924
2922.75,82.977,83.66421732,67.3109325,2.477,28.347,3.684,74.812
2922.875,82.766,83.66213097,67.31381125,2.479,28.893,3.625,75.812
2923,83.276,83.66004467,67.31669,2.481,29.212,3.632,74.055
2923.125,83.683,83.65795843,67.31956875,2.483,28.795,3.66,71.064
2923.25,83.662,83.65587223,67.3224475,2.486,27.925,3.751,65.624
2923.375,82.801,83.65378609,67.32532625,2.489,26.595,3.94,60.327
2923.5,81.123,83.6517,67.328205,2.49,25.215,4.203,54.013
2923.625,79.65,83.64961396,67.33108375,2.49,23.752,4.46,47.45
2923.75,78.646,83.64752798,67.3339625,2.488,22.359,4.739,41.548
2923.875,77.994,83.64544204,67.33684125,2.486,21.676,5.138,38.582
2924,78.283,83.64335616,67.33972,2.485,21.23,5.509,37.941
2924.125,78.665,83.64127033,67.34259875,2.484,21.596,5.831,37.686
2924.25,79.233,83.63918455,67.3454775,2.486,22.327,6.06,38.083
2924.375,79.888,83.63709882,67.34835625,2.488,22.594,6.251,38.262
2924.5,79.829,83.63501315,67.351235,2.488,22.668,6.19,38.143
2924.625,79.608,83.63292753,67.35411375,2.486,22.119,6.086,38.194
2924.75,79.043,83.63084196,67.3569925,2.481,21.339,5.873,38.784
2924.875,78.274,83.62875644,67.35987125,2.474,20.827,5.544,39.774
2925,77.982,83.62667097,67.36275,2.471,20.399,5.275,41.377
2925.125,77.796,83.62458556,67.36562875,2.472,20.213,5.051,43.147
2925.25,77.764,83.6225002,67.3685075,2.477,20.109,4.907,45.018
2925.375,77.654,83.62041489,67.37138625,2.486,20.135,4.771,46.332
2925.5,77.332,83.61832963,67.374265,2.491,20.207,4.719,47.299
2927.5,77.836,83.58497257,67.420325,2.51,25.506,5.056,64.549
2927.625,79.441,83.5828882,67.42320375,2.517,25.65,4.955,67.61
2927.75,80.906,83.58080387,67.4260825,2.523,25.38,4.861,69.942
2927.875,82.408,83.5787196,67.42896125,2.526,25.079,4.742,70.944
2928,82.497,83.57663539,67.43184,2.526,24.848,4.642,70.298
2928.125,82.206,83.57455122,67.43471875,2.527,24.878,4.553,69.179
2928.25,80.93,83.57246711,67.4375975,2.528,25.078,4.474,67.393
2928.375,78.508,83.57038304,67.44047625,2.528,25.554,4.368,66.384
2929,79.582,83.55996351,67.45487,2.519,26.662,4.045,67.181
2929.125,82.194,83.55787976,67.45774875,2.515,25.976,4.024,65.799
2929.25,83.292,83.55579606,67.4606275,2.507,25.079,4.017,63.951
2929.375,82.568,83.55371241,67.46350625,2.499,23.928,4.016,62.603
2929.5,79.772,83.55162882,67.466385,2.494,22.756,4.018,61.829
2929.625,77.353,83.54954528,67.46926375,2.488,21.672,4.019,61.455
2930.5,77.433,83.53496193,67.489415,2.44,24.554,3.919,68.711
2930.625,77.769,83.53287881,67.49229375,2.44,25.017,3.881,68.969
2930.75,78.177,83.53079573,67.4951725,2.446,25.021,3.844,69.216
2930.875,78.556,83.52871271,67.49805125,2.456,24.55,3.797,69.348
2931,78.143,83.52662974,67.50093,2.464,24.076,3.767,69.596
2931.125,77.608,83.52454682,67.50380875,2.471,23.703,3.745,69.891
2932.125,78.248,83.50788533,67.52683875,2.504,23.367,3.714,67.877
2932.25,79.704,83.50580288,67.5297175,2.505,24.358,3.703,69.418
2932.375,81.462,83.50372048,67.53259625,2.505,25.258,3.691,70.375
2932.5,82.124,83.50163813,67.535475,2.507,26.004,3.677,70.851
2932.625,82.545,83.49955583,67.53835375,2.51,26.213,3.664,71.186
2932.75,82.65,83.49747359,67.5412325,2.511,26.201,3.645,71.078
2932.875,83.139,83.4953914,67.54411125,2.512,26.256,3.603,70.49
2933,83.02,83.49330926,67.54699,2.508,26.265,3.594,68.783
2933.125,82.607,83.49122717,67.54986875,2.5,26.024,3.587,66.839
2933.25,81.473,83.48914513,67.5527475,2.493,25.573,3.587,64.901
2933.375,80.157,83.48706315,67.55562625,2.487,25.041,3.594,64.182
2933.5,79.89,83.48498122,67.558505,2.484,24.518,3.604,64.919
2933.625,79.822,83.48289934,67.56138375,2.485,24.152,3.615,65.881
2933.75,80.236,83.48081751,67.5642625,2.488,24.114,3.624,66.978
2933.875,80.881,83.47873573,67.56714125,2.491,24.626,3.626,67.344
2934,81.352,83.476654,67.57002,2.493,25.15,3.618,66.99
2934.125,81.886,83.47457233,67.57289875,2.494,25.446,3.608,66.703
2934.25,82.576,83.47249071,67.5757775,2.495,25.263,3.595,66.819
2934.375,83.234,83.47040914,67.57865625,2.495,24.914,3.586,67.496
2934.5,83.323,83.46832762,67.581535,2.492,24.662,3.59,68.441
2934.625,83.25,83.46624616,67.58441375,2.487,24.799,3.6,69.117
2934.75,82.719,83.46416474,67.5872925,2.483,25.129,3.62,68.931
2934.875,81.787,83.46208338,67.59017125,2.48,25.279,3.65,68.083
2935,81.125,83.46000207,67.59305,2.48,25.368,3.675,67.256
2935.125,80.526,83.45792082,67.59592875,2.483,25.295,3.704,66.769
2935.25,80.113,83.45583961,67.5988075,2.486,25.232,3.74,67.191
2935.375,79.984,83.45375846,67.60168625,2.49,25.133,3.776,68.056
2935.5,80.07,83.45167735,67.604565,2.495,24.966,3.791,69.402
2935.625,80.205,83.4495963,67.60744375,2.5,24.621,3.801,71.005
2935.75,80.501,83.4475153,67.6103225,2.503,24.28,3.797,72.991
2935.875,80.982,83.44543436,67.61320125,2.504,24.613,3.774,74.606
2936,81.492,83.44335346,67.61608,2.505,25.156,3.741,75.874
2936.125,82.042,83.44127262,67.61895875,2.505,26.172,3.7,76.828
2936.25,82.687,83.43919183,67.6218375,2.505,26.942,3.639,76.823
2936.375,83.306,83.43711109,67.62471625,2.505,26.815,3.569,76.053
2936.5,83.726,83.4350304,67.627595,2.503,26.635,3.527,74.704
2936.625,84.141,83.43294977,67.63047375,2.499,26.497,3.484,73.391
2936.75,84.485,83.43086919,67.6333525,2.496,26.546,3.438,72.479
2936.875,84.537,83.42878865,67.63623125,2.492,26.551,3.396,72.343
2937,84.338,83.42670817,67.63911,2.488,26.509,3.379,73.199
2937.125,84.23,83.42462775,67.64198875,2.485,26.448,3.366,74.424
2937.25,84.446,83.42254737,67.6448675,2.485,26.653,3.365,76.253
2937.375,85.057,83.42046705,67.64774625,2.485,27.34,3.379,77.684
2937.5,85.351,83.41838678,67.650625,2.485,28.018,3.394,78.191
2937.625,85.424,83.41630656,67.65350375,2.488,28.445,3.406,78.178
2937.75,84.893,83.41422639,67.6563825,2.491,28.508,3.404,77.049
2937.875,83.932,83.41214627,67.65926125,2.495,28.065,3.379,75.93
2938,83.491,83.41006621,67.66214,2.502,27.594,3.339,76.119
2938.125,83.283,83.40798619,67.66501875,2.507,27.267,3.292,76.882
2938.25,83.735,83.40590623,67.6678975,2.507,27.308,3.225,78.638
2938.375,84.757,83.40382632,67.67077625,2.505,27.662,3.154,79.88
2938.5,85.477,83.40174647,67.673655,2.501,28.02,3.109,79.739
2938.625,86.086,83.39966666,67.67653375,2.499,28.301,3.06,79.256
2938.75,86.375,83.39758691,67.6794125,2.499,28.411,2.999,78.367
2938.875,86.293,83.39550721,67.68229125,2.499,28.596,2.934,78.199
2939,86.031,83.39342756,67.68517,2.5,28.847,2.898,79.233
2939.125,85.72,83.39134796,67.68804875,2.497,29.315,2.866,80.419
2939.25,85.288,83.38926841,67.6909275,2.495,29.716,2.842,81.596
2939.375,84.864,83.38718892,67.69380625,2.492,29.964,2.838,82.099
2939.5,84.748,83.38510948,67.696685,2.49,30.12,2.861,82.225
2939.625,84.606,83.38303009,67.69956375,2.492,30.203,2.893,82.242
2939.75,84.305,83.38095075,67.7024425,2.494,30.169,2.953,81.894
2939.875,83.699,83.37887146,67.70532125,2.496,29.486,3.028,81.131
2940,83.138,83.37679223,67.7082,2.499,28.738,3.078,79.706
2940.125,82.643,83.37471305,67.71107875,2.503,27.754,3.131,78.377
2940.25,82.412,83.37263391,67.7139575,2.504,26.736,3.188,77.649
2940.375,82.65,83.37055484,67.71683625,2.506,26.251,3.24,77.79
2940.5,83.128,83.36847581,67.719715,2.506,25.93,3.262,78.127
2940.625,83.593,83.36639683,67.72259375,2.505,26.215,3.28,78.313
2940.75,83.968,83.36431791,67.7254725,2.505,26.868,3.284,78.154
2940.875,84.095,83.36223904,67.72835125,2.505,27.537,3.271,77.989
2941,84.121,83.36016022,67.73123,2.505,28.1,3.246,77.85
2941.125,84.228,83.35808145,67.73410875,2.506,28.224,3.216,77.494
2941.25,84.53,83.35600273,67.7369875,2.506,28.105,3.175,76.596
2941.375,84.837,83.35392407,67.73986625,2.507,28.173,3.134,75.554
2941.5,84.67,83.35184546,67.742745,2.508,28.294,3.117,74.547
2941.625,84.383,83.3497669,67.74562375,2.508,28.38,3.104,73.629
2941.75,83.84,83.34768839,67.7485025,2.506,28.124,3.098,73.034
2941.875,83.314,83.34560993,67.75138125,2.503,27.657,3.1,72.777
2942,83.059,83.34353152,67.75426,2.495,27.249,3.105,72.783
2942.125,82.749,83.34145317,67.75713875,2.487,27.222,3.11,72.958
2942.25,82.283,83.33937487,67.7600175,2.483,27.576,3.113,73.499
2942.375,81.795,83.33729662,67.76289625,2.481,27.802,3.112,74.069
2942.5,81.81,83.33521842,67.765775,2.483,27.909,3.11,74.47
2942.625,81.996,83.33314028,67.76865375,2.489,27.651,3.111,74.643
2942.75,82.612,83.33106218,67.7715325,2.494,27.312,3.12,74.145
2942.875,83.411,83.32898414,67.77441125,2.499,27.161,3.142,73.125
2943,83.636,83.32690615,67.77729,2.503,27.078,3.178,71.088
2943.125,83.611,83.32482821,67.78016875,2.505,27.296,3.226,68.806
2943.25,82.836,83.32275032,67.7830475,2.504,27.698,3.308,66.489
2943.375,81.33,83.32067249,67.78592625,2.503,27.714,3.412,65.319
2943.5,80.026,83.3185947,67.788805,2.5,27.585,3.49,65.378
2943.625,78.789,83.31651697,67.79168375,2.497,26.958,3.571,65.805
2943.75,77.85,83.31443929,67.7945625,2.494,26.116,3.651,66.936
2943.875,77.59,83.31236166,67.79744125,2.492,25.819,3.696,67.964
2944,78.123,83.31028409,67.80032,2.49,25.762,3.656,68.78
2944.125,79.02,83.30820656,67.80319875,2.489,26.591,3.586,69.573
2944.25,81.044,83.30612909,67.8060775,2.488,27.868,3.432,70.263
2944.375,84.135,83.30405167,67.80895625,2.488,29.935,3.227,70.809
2944.5,86.904,83.3019743,67.811835,2.489,32.02,3.077,71.529
2944.625,89.839,83.29989699,67.81471375,2.491,33.821,2.918,72.184
2944.75,93.088,83.29781972,67.8175925,2.494,35.286,2.736,72.413
2944.875,95.747,83.29574251,67.82047125,2.498,36.484,2.57,71.89
2945,96.377,83.29366534,67.82335,2.504,37.52,2.504,69.928
2945.125,96.623,83.29158823,67.82622875,2.51,37.682,2.452,67.391
2945.25,95.772,83.28951118,67.8291075,2.513,36.958,2.435,63.937
2945.375,93.856,83.28743417,67.83198625,2.516,35.45,2.462,61.099
2945.5,91.686,83.28535722,67.834865,2.519,33.871,2.528,58.659
2945.625,89.199,83.28328031,67.83774375,2.519,32.182,2.616,56.482
2945.75,85.956,83.28120346,67.8406225,2.516,30.691,2.767,55.246
2945.875,82.856,83.27912666,67.84350125,2.51,29.811,2.961,54.939
2946,81.592,83.27704992,67.84638,2.495,29.079,3.114,54.584
2946.125,80.58,83.27497322,67.84925875,2.477,28.71,3.284,54.05
2946.25,80.226,83.27289658,67.8521375,2.465,28.258,3.492,53.249
2946.375,80.462,83.27081998,67.85501625,2.458,27.733,3.69,52.755
2946.5,80.778,83.26874344,67.857895,2.458,27.289,3.759,52.954
2946.625,81.033,83.26666696,67.86077375,2.467,27.316,3.803,53.457
2946.75,81.126,83.26459052,67.8636525,2.477,27.84,3.771,54.586
